datetime,A1,A2,A3,A4,A5,A6,A9,A10,Total_Load_kW,Active_Stations
2024-01-01 00:00:00,184.4,495.2,424.3,2447.8,0.0,0.0,294.4,0.0,3846.1000000000004,5
2024-01-01 00:15:00,115.4,960.9,778.5,3644.2,0.0,0.0,432.7,0.0,5931.7,5
2024-01-01 00:30:00,275.2,1213.5,932.2,4355.9,0.0,0.0,720.1,0.0,7496.9,5
2024-01-01 00:45:00,238.7,1318.4,1214.3,5296.1,0.0,0.0,888.5,0.0,8956.0,5
2024-01-01 01:00:00,313.8,1303.7,1721.4,5291.6,0.0,1.0,854.6,0.0,9486.1,6
2024-01-01 01:15:00,320.6,1081.5,1772.6,5294.5,0.0,1.0,940.5,0.0,9410.7,6
2024-01-01 01:30:00,359.3,1261.2,1866.6,5223.8,0.0,8.2,884.0,0.0,9603.1,6
2024-01-01 01:45:00,373.1,1067.1,1814.2,4879.0,0.0,8.2,803.2,0.0,8944.8,6
2024-01-01 02:00:00,331.7,1192.9,2426.8,4297.0,0.0,8.2,891.3,0.0,9147.900000000001,6
2024-01-01 02:15:00,299.4,1040.7,2677.7,3590.0,0.0,8.2,668.8,0.0,8284.8,6
2024-01-01 02:30:00,317.0,968.1,2650.6,2724.8,0.0,8.2,869.9,0.0,7538.599999999999,6
2024-01-01 02:45:00,472.2,814.1,2683.7,2152.0,0.0,8.2,942.3,0.0,7072.5,6
2024-01-01 03:00:00,426.2,750.3,2618.8,1303.3,0.0,8.2,850.2,0.0,5957.0,6
2024-01-01 03:15:00,341.9,590.2,2561.3,547.7,0.0,8.2,843.2,0.0,4892.5,6
2024-01-01 03:30:00,502.6,449.0,2655.0,341.7,0.0,8.2,848.8,0.0,4805.299999999999,6
2024-01-01 03:45:00,425.3,581.1,2479.9,226.8,0.0,7.9,983.1,0.0,4704.1,6
2024-01-01 04:00:00,391.8,749.2,2239.2,220.5,0.0,7.1,913.3,0.0,4521.099999999999,6
2024-01-01 04:15:00,386.2,724.7,1952.0,154.9,0.0,7.1,757.5,0.0,3982.4,6
2024-01-01 04:30:00,465.0,742.6,1473.2,59.2,0.0,7.1,817.2,0.0,3564.3,6
2024-01-01 04:45:00,650.8,703.3,852.6,0.0,0.0,7.1,824.1,0.0,3037.8999999999996,5
2024-01-01 05:00:00,629.4,711.3,368.4,0.0,0.0,0.9,803.7,0.0,2513.7,5
2024-01-01 05:15:00,704.1,733.9,265.5,0.0,0.0,0.0,930.7,0.0,2634.2,4
2024-01-01 05:30:00,619.9,840.6,118.1,0.0,0.0,0.0,634.8,0.0,2213.3999999999996,4
2024-01-01 05:45:00,444.5,841.4,23.7,0.0,0.0,0.0,838.7,0.0,2148.3,4
2024-01-01 06:00:00,418.7,757.1,2.0,0.0,0.0,0.0,713.8,0.0,1891.6,4
2024-01-01 06:15:00,484.6,954.9,0.0,0.0,0.0,0.0,541.9,0.0,1981.4,3
2024-01-01 06:30:00,419.2,1050.1,0.0,0.0,0.0,0.0,294.2,0.0,1763.5,3
2024-01-01 06:45:00,465.3,1058.8,0.0,0.0,0.0,0.0,494.3,0.0,2018.3999999999999,3
2024-01-01 07:00:00,420.3,1073.5,0.0,0.0,0.0,0.0,451.2,0.0,1945.0,3
2024-01-01 07:15:00,282.3,968.5,0.0,0.0,0.0,0.0,391.8,0.0,1642.6,3
2024-01-01 07:30:00,241.0,891.3,0.0,0.0,0.0,0.0,373.0,0.0,1505.3,3
2024-01-01 07:45:00,143.9,769.5,0.0,0.0,0.0,0.0,444.2,0.0,1357.6,3
2024-01-01 08:00:00,159.2,545.1,0.0,0.0,0.0,0.0,445.2,0.0,1149.5,3
2024-01-01 08:15:00,160.5,551.7,0.0,0.0,0.0,0.0,470.0,0.0,1182.2,3
2024-01-01 08:30:00,166.9,419.6,0.0,0.0,0.0,0.0,574.2,0.0,1160.7,3
2024-01-01 08:45:00,84.5,451.3,0.0,0.0,0.0,0.0,581.7,0.0,1117.5,3
2024-01-01 09:00:00,130.5,480.8,0.0,0.0,0.0,0.0,618.5,0.0,1229.8,3
2024-01-01 09:15:00,119.5,478.0,0.0,0.0,0.0,3.4,656.5,0.0,1257.4,4
2024-01-01 09:30:00,80.4,380.0,0.0,0.0,0.0,3.4,586.3,0.0,1050.1,4
2024-01-01 09:45:00,107.5,402.8,0.0,0.0,0.0,3.4,505.2,0.0,1018.9000000000001,4
2024-01-01 10:00:00,191.2,406.1,0.0,217.1,0.0,5.3,371.8,0.0,1191.5,5
2024-01-01 10:15:00,108.3,369.1,0.0,290.7,7.0,5.3,345.3,0.0,1125.7,6
2024-01-01 10:30:00,178.1,435.3,0.0,290.7,26.7,5.3,568.5,0.0,1504.6,6
2024-01-01 10:45:00,90.1,326.8,0.0,290.7,26.7,5.3,574.8,0.0,1314.3999999999999,6
2024-01-01 11:00:00,101.4,711.9,23.5,290.7,17.7,5.3,418.4,0.0,1568.9,7
2024-01-01 11:15:00,199.2,915.6,65.9,290.7,7.0,8.4,493.2,0.0,1980.0000000000002,7
2024-01-01 11:30:00,245.6,1206.4,65.9,215.9,7.0,11.8,509.6,0.0,2262.2000000000003,7
2024-01-01 11:45:00,309.3,1234.5,202.2,63.9,7.0,11.8,778.5,0.0,2607.2,7
2024-01-01 12:00:00,229.6,888.3,202.2,0.0,7.0,9.5,623.8,0.0,1960.3999999999999,6
2024-01-01 12:15:00,295.9,801.4,187.7,217.8,12.7,8.7,774.1,0.0,2298.3,7
2024-01-01 12:30:00,296.8,907.8,182.2,217.8,12.7,8.7,774.1,0.0,2400.1,7
2024-01-01 12:45:00,318.9,809.8,174.5,217.8,12.7,6.1,1000.6,0.0,2540.3999999999996,7
2024-01-01 13:00:00,325.7,883.3,223.2,217.8,19.7,5.3,803.7,0.0,2478.7,7
2024-01-01 13:15:00,430.0,887.7,192.2,44.2,19.7,12.2,733.0,0.0,2319.0,7
2024-01-01 13:30:00,430.4,1067.3,192.2,0.0,19.7,12.2,728.6,0.0,2450.4,6
2024-01-01 13:45:00,404.0,1127.6,494.9,0.0,19.7,12.2,792.5,0.0,2850.9,6
2024-01-01 14:00:00,232.4,1173.5,693.9,0.0,19.7,8.5,582.7,0.0,2710.7,6
2024-01-01 14:15:00,381.4,884.6,564.9,0.0,26.8,8.9,603.2,0.0,2469.8,6
2024-01-01 14:30:00,389.6,1075.5,544.9,0.0,26.8,8.9,766.9,0.0,2812.6,6
2024-01-01 14:45:00,504.0,1218.5,344.2,0.0,26.8,8.9,910.0,0.0,3012.4,6
2024-01-01 15:00:00,467.2,1202.0,166.1,0.0,26.8,15.5,790.7,0.0,2668.3,6
2024-01-01 15:15:00,509.4,1122.7,120.1,0.0,26.8,15.5,766.9,0.0,2561.3999999999996,6
2024-01-01 15:30:00,636.2,1149.2,131.7,0.0,25.4,15.5,596.8,0.0,2554.8,6
2024-01-01 15:45:00,614.6,1159.7,95.0,0.0,19.8,21.7,470.1,0.0,2380.9,6
2024-01-01 16:00:00,388.1,865.6,55.1,0.0,19.8,33.6,691.6,0.0,2053.7999999999997,6
2024-01-01 16:15:00,503.7,780.1,20.7,0.0,19.8,33.6,890.3,0.0,2248.2,6
2024-01-01 16:30:00,656.9,835.4,36.9,0.0,19.8,41.9,887.8,0.0,2478.7,6
2024-01-01 16:45:00,629.3,620.4,32.7,0.0,14.2,54.1,722.7,0.0,2073.3999999999996,6
2024-01-01 17:00:00,402.2,403.6,16.5,0.0,12.9,48.4,422.9,0.0,1306.5,6
2024-01-01 17:15:00,284.0,485.5,13.9,0.0,12.1,47.5,244.2,0.0,1087.2,6
2024-01-01 17:30:00,401.8,412.2,0.0,0.0,7.2,47.5,137.7,0.0,1006.4000000000001,5
2024-01-01 17:45:00,421.8,345.1,0.0,0.0,8.6,50.1,248.3,0.0,1073.9,5
2024-01-01 18:00:00,377.1,266.4,0.0,0.0,6.4,47.6,308.9,0.0,1006.4,5
2024-01-01 18:15:00,369.0,344.5,0.0,0.0,6.4,43.7,502.0,0.0,1265.6,5
2024-01-01 18:30:00,169.2,367.7,0.0,0.0,6.4,47.0,444.3,0.0,1034.6,5
2024-01-01 18:45:00,222.6,341.0,0.0,0.0,6.4,44.2,377.9,0.0,992.1,5
2024-01-01 19:00:00,166.8,250.0,0.0,1.6,6.4,37.1,304.8,0.0,766.7,6
2024-01-01 19:15:00,100.2,135.6,0.0,4.4,1.0,32.1,466.5,0.0,739.8,6
2024-01-01 19:30:00,80.9,237.5,0.0,5.2,3.3,26.3,706.3,0.0,1059.5,6
2024-01-01 19:45:00,100.6,254.2,0.0,16.0,3.3,26.9,654.9,0.0,1055.8999999999999,6
2024-01-01 20:00:00,155.0,218.9,0.0,0.0,3.3,26.9,613.1,0.0,1017.2,5
2024-01-01 20:15:00,131.1,288.1,0.0,0.0,3.3,26.9,293.3,0.0,742.7,5
2024-01-01 20:30:00,70.6,199.2,0.0,0.0,3.3,24.5,173.2,0.0,470.79999999999995,5
2024-01-01 20:45:00,39.2,222.9,0.0,70.4,3.3,23.7,0.0,0.0,359.5,5
2024-01-01 21:00:00,176.5,747.9,0.0,70.4,5.7,23.7,0.0,0.0,1024.2,5
2024-01-01 21:15:00,318.0,887.4,0.0,70.4,5.7,31.0,137.3,0.0,1449.8000000000002,6
2024-01-01 21:30:00,329.1,1025.0,0.0,70.4,16.3,30.6,290.4,0.0,1761.7999999999997,6
2024-01-01 21:45:00,412.5,1014.2,422.2,4053.7,16.3,37.5,599.8,0.0,6556.200000000001,7
2024-01-01 22:00:00,539.6,1305.1,2408.0,6701.2,27.3,53.8,661.1,0.0,11696.099999999999,7
2024-01-01 22:15:00,740.4,1407.5,2408.0,6916.1,24.2,53.8,757.9,0.0,12307.9,7
2024-01-01 22:30:00,641.0,1456.3,2408.0,7202.8,24.2,53.8,625.1,0.0,12411.2,7
2024-01-01 22:45:00,888.4,1655.8,2408.0,7188.1,24.2,60.3,572.0,0.0,12796.8,7
2024-01-01 23:00:00,725.0,1592.6,2408.0,7227.5,24.2,67.1,454.8,0.0,12499.2,7
2024-01-01 23:15:00,590.7,1284.5,2486.4,6882.6,24.2,62.3,523.8,0.0,11854.5,7
2024-01-01 23:30:00,467.8,1449.7,2477.6,6519.7,24.1,61.9,549.5,0.0,11550.3,7
2024-01-01 23:45:00,258.3,760.1,1208.1,3889.5,9.9,38.4,218.9,0.0,6383.199999999999,7
2024-01-02 00:00:00,692.9,1829.8,2615.4,6639.8,21.8,61.9,643.7,0.0,12505.300000000001,7
2024-01-02 00:15:00,595.9,1772.0,2539.1,6071.5,21.8,69.2,715.7,0.0,11785.2,7
2024-01-02 00:30:00,757.2,1546.7,2493.3,5316.2,21.4,66.2,873.5,0.0,11074.500000000002,7
2024-01-02 00:45:00,695.0,1466.6,2688.8,5008.1,19.4,60.3,792.6,0.0,10730.8,7
2024-01-02 01:00:00,631.7,1388.4,2578.7,6915.1,19.4,56.0,854.4,0.0,12443.7,7
2024-01-02 01:15:00,795.2,1312.8,2514.1,6780.6,19.4,55.6,754.6,0.0,12232.300000000001,7
2024-01-02 01:30:00,733.2,1341.9,2384.5,6202.7,19.4,52.9,593.8,0.0,11328.399999999998,7
2024-01-02 01:45:00,507.5,1256.3,2512.0,5576.3,19.4,52.9,487.2,0.0,10411.6,7
2024-01-02 02:00:00,456.7,1293.0,2452.7,4578.9,19.4,52.9,673.4,0.0,9526.999999999998,7
2024-01-02 02:15:00,458.0,1252.4,2360.1,3584.6,19.4,52.9,657.6,0.0,8385.0,7
2024-01-02 02:30:00,354.9,1171.7,2783.6,2847.5,13.5,52.4,790.6,0.0,8014.2,7
2024-01-02 02:45:00,353.0,914.5,2788.5,2093.0,7.7,40.8,730.0,0.0,6927.5,7
2024-01-02 03:00:00,246.3,829.5,2612.3,1595.4,0.0,36.9,803.3,0.0,6123.7,6
2024-01-02 03:15:00,251.3,844.4,2477.3,897.7,0.0,32.3,966.4,0.0,5469.4,6
2024-01-02 03:30:00,227.3,674.8,2453.5,301.7,0.0,29.7,956.2,0.0,4643.2,6
2024-01-02 03:45:00,204.4,618.4,2006.6,37.5,0.0,26.2,871.5,0.0,3764.5999999999995,6
2024-01-02 04:00:00,130.9,535.9,1663.1,0.0,0.0,25.0,920.6,0.0,3275.4999999999995,5
2024-01-02 04:15:00,110.5,440.0,1328.2,0.0,0.0,19.3,733.8,0.0,2631.8,5
2024-01-02 04:30:00,82.8,340.1,991.0,0.0,0.0,17.2,666.7,0.0,2097.8,5
2024-01-02 04:45:00,82.8,289.8,719.5,0.0,0.0,8.4,611.9,0.0,1712.4,5
2024-01-02 05:00:00,151.9,295.7,442.7,0.0,0.0,0.4,663.1,0.0,1553.8,5
2024-01-02 05:15:00,179.0,329.9,155.6,0.0,0.0,0.0,841.0,0.0,1505.5,4
2024-01-02 05:30:00,167.5,360.8,8.8,0.0,0.0,0.0,831.8,0.0,1368.8999999999999,4
2024-01-02 05:45:00,208.4,311.3,0.0,0.0,0.0,0.0,872.5,0.0,1392.2,3
2024-01-02 06:00:00,238.2,247.7,0.0,0.0,0.0,0.0,666.4,0.0,1152.3,3
2024-01-02 06:15:00,183.0,182.5,0.0,0.0,0.0,0.0,753.6,0.0,1119.1,3
2024-01-02 06:30:00,78.3,304.7,0.0,0.0,0.0,0.0,625.8,0.0,1008.8,3
2024-01-02 06:45:00,50.1,468.7,0.0,0.0,0.0,0.0,373.2,0.0,892.0,3
2024-01-02 07:00:00,189.9,743.3,0.0,0.0,0.0,0.0,136.0,0.0,1069.1999999999998,3
2024-01-02 07:15:00,218.4,930.0,0.0,0.0,0.0,0.0,310.6,0.0,1459.0,3
2024-01-02 07:30:00,203.2,911.8,0.0,0.0,0.0,0.0,287.8,0.0,1402.8,3
2024-01-02 07:45:00,183.3,744.0,0.0,0.0,0.0,0.0,474.9,0.0,1402.1999999999998,3
2024-01-02 08:00:00,140.3,496.7,0.0,0.0,0.0,0.0,473.1,0.0,1110.1,3
2024-01-02 08:15:00,183.8,373.9,0.0,0.0,0.0,0.0,740.7,0.0,1298.4,3
2024-01-02 08:30:00,183.0,369.3,0.0,0.0,0.0,0.0,612.3,0.0,1164.6,3
2024-01-02 08:45:00,93.6,473.3,0.0,0.0,0.0,0.0,579.9,0.0,1146.8,3
2024-01-02 09:00:00,154.7,586.1,0.0,0.0,0.0,6.9,440.9,0.0,1188.6,4
2024-01-02 09:15:00,130.2,564.6,0.0,0.0,0.0,6.9,459.6,0.0,1161.3,4
2024-01-02 09:30:00,65.7,533.9,57.4,0.0,0.0,6.9,615.0,0.0,1278.9,5
2024-01-02 09:45:00,24.2,550.5,49.4,71.1,0.0,6.9,615.3,0.0,1317.4,6
2024-01-02 10:00:00,101.4,357.7,0.0,216.3,0.0,10.2,760.6,0.0,1446.2000000000003,5
2024-01-02 10:15:00,84.5,285.4,0.0,216.3,0.0,10.2,520.0,0.0,1116.4,5
2024-01-02 10:30:00,152.6,361.8,0.0,216.3,0.0,13.5,563.6,0.0,1307.8000000000002,5
2024-01-02 10:45:00,158.2,604.6,0.0,289.3,0.0,13.5,693.0,0.0,1758.6,5
2024-01-02 11:00:00,277.1,1252.8,286.5,289.3,0.0,13.5,902.6,0.0,3021.8,6
2024-01-02 11:15:00,248.2,1500.9,490.9,206.0,0.0,13.5,963.9,0.0,3423.4,6
2024-01-02 11:30:00,315.1,1835.8,672.7,172.5,6.8,13.5,722.7,0.0,3739.1000000000004,7
2024-01-02 11:45:00,385.8,1723.8,777.3,105.1,6.8,11.6,593.3,0.0,3603.7,7
2024-01-02 12:00:00,359.0,1636.2,673.4,26.7,6.8,17.0,699.1,0.0,3418.2,7
2024-01-02 12:15:00,367.2,1811.5,692.7,129.8,6.8,22.9,481.3,0.0,3512.2000000000003,7
2024-01-02 12:30:00,515.5,1623.6,476.4,203.9,6.8,20.4,464.6,0.0,3311.2000000000003,7
2024-01-02 12:45:00,422.3,1193.0,432.6,203.9,6.8,20.4,354.8,0.0,2633.8000000000006,7
2024-01-02 13:00:00,382.4,1223.1,274.0,339.8,6.8,20.4,608.3,0.0,2854.8,7
2024-01-02 13:15:00,362.9,1254.2,142.2,259.9,6.8,20.4,770.0,0.0,2816.3999999999996,7
2024-01-02 13:30:00,313.4,1215.8,121.4,220.3,12.6,18.4,947.0,0.0,2848.8999999999996,7
2024-01-02 13:45:00,288.7,1020.2,98.8,203.0,10.1,13.7,633.1,0.0,2267.6,7
2024-01-02 14:00:00,287.8,796.0,183.6,163.3,5.7,13.7,316.5,0.0,1766.6,7
2024-01-02 14:15:00,312.7,805.1,213.5,42.1,5.7,13.7,321.0,0.0,1713.8,7
2024-01-02 14:30:00,197.2,936.4,182.6,0.0,5.7,16.5,733.4,0.0,2071.7999999999997,6
2024-01-02 14:45:00,134.0,1092.3,182.6,0.0,5.7,16.5,868.0,0.0,2299.1,6
2024-01-02 15:00:00,149.5,1064.5,178.6,0.0,5.7,16.5,799.9,0.0,2214.7,6
2024-01-02 15:15:00,292.2,760.0,79.8,0.0,5.7,16.3,724.9,0.0,1878.9,6
2024-01-02 15:30:00,476.0,903.9,0.0,0.0,5.7,15.0,756.6,0.0,2157.2000000000003,5
2024-01-02 15:45:00,571.1,825.8,98.9,0.0,5.7,15.0,811.3,0.0,2327.8,6
2024-01-02 16:00:00,489.9,957.7,68.2,0.0,5.7,15.0,736.7,0.0,2273.2,6
2024-01-02 16:15:00,428.9,985.7,236.8,0.0,5.7,16.0,869.2,0.0,2542.3,6
2024-01-02 16:30:00,318.1,1141.5,201.8,0.0,5.7,15.5,752.4,0.0,2435.0,6
2024-01-02 16:45:00,401.5,957.8,52.4,0.0,5.7,17.2,601.5,0.0,2036.1000000000001,6
2024-01-02 17:00:00,315.8,818.5,0.0,0.0,5.7,17.2,733.7,0.0,1890.9,5
2024-01-02 17:15:00,368.3,705.3,0.0,0.0,5.7,18.5,825.2,0.0,1923.0,5
2024-01-02 17:30:00,259.6,727.0,0.0,0.0,5.7,15.6,740.2,0.0,1748.1000000000001,5
2024-01-02 17:45:00,302.0,497.6,0.0,0.0,5.7,13.1,770.2,0.0,1588.6000000000001,5
2024-01-02 18:00:00,271.5,366.5,0.0,0.0,8.2,23.2,574.0,0.0,1243.4,5
2024-01-02 18:15:00,204.6,223.0,36.6,0.0,8.2,26.7,554.3,0.0,1053.4,6
2024-01-02 18:30:00,112.4,337.8,24.2,32.8,8.2,26.7,517.8,0.0,1059.9,7
2024-01-02 18:45:00,69.5,253.4,39.1,430.1,8.2,26.7,400.0,0.0,1227.0,7
2024-01-02 19:00:00,60.8,147.8,42.5,430.1,8.2,29.7,441.6,0.0,1160.7000000000003,7
2024-01-02 19:15:00,89.7,64.6,0.0,430.1,8.2,29.4,619.3,0.0,1241.3000000000002,6
2024-01-02 19:30:00,58.8,108.1,0.0,430.1,9.0,32.6,403.0,0.0,1041.6,6
2024-01-02 19:45:00,148.1,107.3,0.0,430.1,2.5,42.2,173.3,0.0,903.5,6
2024-01-02 20:00:00,254.9,150.9,0.0,430.1,2.5,48.7,308.6,0.0,1195.7000000000003,6
2024-01-02 20:15:00,265.7,152.8,0.0,359.3,2.5,48.7,308.6,0.0,1137.6,6
2024-01-02 20:30:00,357.9,205.5,0.0,200.1,2.0,48.7,409.1,0.0,1223.3000000000002,6
2024-01-02 20:45:00,227.7,369.5,0.0,12.7,0.0,48.7,311.4,0.0,970.0000000000001,5
2024-01-02 21:00:00,413.4,729.9,0.0,0.0,0.0,48.7,620.8,0.0,1812.8,4
2024-01-02 21:15:00,399.7,732.0,435.4,0.0,0.0,43.9,615.9,0.0,2226.9,5
2024-01-02 21:30:00,490.4,752.5,2473.4,0.0,0.0,48.7,766.6,0.0,4531.6,5
2024-01-02 21:45:00,584.2,661.7,2489.1,4391.4,0.0,43.8,611.6,0.0,8781.8,6
2024-01-02 22:00:00,933.6,1408.3,2431.5,7978.6,15.2,57.1,613.2,0.0,13437.500000000002,7
2024-01-02 22:15:00,830.0,1687.3,2427.4,8192.5,15.2,46.6,616.9,0.0,13815.900000000001,7
2024-01-02 22:30:00,924.8,1478.5,2399.4,8077.6,15.2,50.3,806.9,0.0,13752.7,7
2024-01-02 22:45:00,881.0,1450.2,2226.7,8325.8,15.2,50.3,892.5,0.0,13841.699999999999,7
2024-01-02 23:00:00,625.5,1315.6,2489.7,8149.9,15.2,57.0,908.5,0.0,13561.4,7
2024-01-02 23:15:00,787.8,1619.2,2430.5,7975.3,15.2,54.3,592.5,0.0,13474.8,7
2024-01-02 23:30:00,1096.3,1796.6,2393.9,6999.5,15.2,37.5,466.7,0.0,12805.7,7
2024-01-02 23:45:00,621.9,983.4,1227.5,4111.7,8.2,17.0,140.6,0.0,7110.3,7
2024-01-03 00:00:00,907.0,2169.0,2643.0,7165.4,18.3,35.2,413.2,0.0,13351.1,7
2024-01-03 00:15:00,874.2,2226.8,2501.4,6614.3,18.3,33.7,571.2,0.0,12839.900000000001,7
2024-01-03 00:30:00,693.3,2049.6,2708.2,6361.8,18.3,29.2,504.6,0.0,12365.0,7
2024-01-03 00:45:00,644.0,1750.1,2633.2,6685.4,18.3,26.1,751.7,0.0,12508.8,7
2024-01-03 01:00:00,610.9,1375.1,2629.2,7753.1,18.3,26.7,689.5,0.0,13102.8,7
2024-01-03 01:15:00,611.9,1330.4,2480.3,7443.2,18.3,25.7,618.2,0.0,12528.0,7
2024-01-03 01:30:00,627.0,1089.2,2588.1,7149.3,18.3,20.7,596.7,0.0,12089.300000000001,7
2024-01-03 01:45:00,475.0,1166.1,2477.8,6575.9,18.3,26.1,777.5,0.0,11516.699999999999,7
2024-01-03 02:00:00,533.8,1050.3,2252.4,5472.4,8.9,16.1,909.4,0.0,10243.3,7
2024-01-03 02:15:00,433.2,934.1,2179.1,4376.8,3.0,13.9,839.1,0.0,8779.199999999999,7
2024-01-03 02:30:00,485.0,873.8,2384.7,3061.6,3.0,13.9,804.4,0.0,7626.4,7
2024-01-03 02:45:00,379.2,714.1,2856.5,2229.4,3.0,13.9,615.9,0.0,6812.0,7
2024-01-03 03:00:00,316.0,533.4,2902.4,1205.4,3.0,13.9,602.9,0.0,5577.0,7
2024-01-03 03:15:00,370.0,400.5,2786.5,605.1,3.0,13.9,602.3,0.0,4781.3,7
2024-01-03 03:30:00,334.6,286.3,2780.9,271.6,3.0,13.9,726.3,0.0,4416.6,7
2024-01-03 03:45:00,306.5,163.6,2728.1,13.3,3.0,13.9,719.8,0.0,3948.2,7
2024-01-03 04:00:00,281.9,239.3,2558.3,0.0,3.0,12.5,773.4,0.0,3868.4,6
2024-01-03 04:15:00,212.6,354.4,2272.1,0.0,3.0,7.2,718.8,0.0,3568.0999999999995,6
2024-01-03 04:30:00,164.8,382.1,1806.1,0.0,3.0,7.2,681.5,0.0,3044.7,6
2024-01-03 04:45:00,176.8,428.6,1186.3,0.0,3.0,7.2,831.0,0.0,2632.9,6
2024-01-03 05:00:00,249.0,510.6,807.2,0.0,0.2,7.2,778.9,0.0,2353.1000000000004,6
2024-01-03 05:15:00,301.0,406.4,488.7,0.0,0.0,4.8,777.3,0.0,1978.1999999999998,5
2024-01-03 05:30:00,303.9,480.0,126.6,0.0,0.0,3.1,613.0,0.0,1526.6,5
2024-01-03 05:45:00,267.1,491.1,13.4,0.0,0.0,3.1,755.2,0.0,1529.9,5
2024-01-03 06:00:00,224.8,430.2,0.0,0.0,0.0,3.1,704.3,0.0,1362.4,4
2024-01-03 06:15:00,211.3,365.5,0.0,0.0,0.0,0.1,766.0,0.0,1342.9,4
2024-01-03 06:30:00,181.9,296.9,0.0,0.0,0.0,0.0,623.7,0.0,1102.5,3
2024-01-03 06:45:00,183.4,465.1,0.0,0.0,0.0,0.0,577.0,0.0,1225.5,3
2024-01-03 07:00:00,143.2,784.3,0.0,0.0,0.0,0.0,586.5,0.0,1514.0,3
2024-01-03 07:15:00,119.5,994.2,0.0,0.0,0.0,0.0,610.7,0.0,1724.4,3
2024-01-03 07:30:00,265.7,1111.3,0.0,0.0,0.0,3.5,396.2,0.0,1776.7,4
2024-01-03 07:45:00,190.8,867.6,0.0,0.0,17.0,3.5,266.4,0.0,1345.3000000000002,5
2024-01-03 08:00:00,140.9,500.4,0.0,0.0,17.0,3.5,167.9,0.0,829.6999999999999,5
2024-01-03 08:15:00,113.2,579.1,0.0,0.0,14.0,3.5,136.6,0.0,846.4000000000001,5
2024-01-03 08:30:00,88.1,534.2,0.0,0.0,0.0,3.5,136.6,0.0,762.4000000000001,4
2024-01-03 08:45:00,90.9,532.1,0.0,0.0,0.0,3.5,57.4,0.0,683.9,4
2024-01-03 09:00:00,45.8,424.4,0.0,0.0,0.0,5.6,275.3,0.0,751.1,4
2024-01-03 09:15:00,63.0,317.8,0.0,0.0,0.0,5.6,430.9,0.0,817.3,4
2024-01-03 09:30:00,51.0,439.5,0.0,0.0,0.0,5.6,586.9,0.0,1083.0,4
2024-01-03 09:45:00,18.7,472.7,0.0,0.0,0.0,5.6,776.1,0.0,1273.1,4
2024-01-03 10:00:00,69.6,382.7,0.0,215.7,0.0,9.7,812.2,0.0,1489.9,5
2024-01-03 10:15:00,128.9,249.2,0.0,360.3,0.0,9.2,778.7,0.0,1526.3000000000002,5
2024-01-03 10:30:00,145.2,238.2,0.0,347.2,0.0,9.2,887.9,0.0,1627.6999999999998,5
2024-01-03 10:45:00,200.4,300.0,0.0,349.1,0.0,9.2,674.1,0.0,1532.8000000000002,5
2024-01-03 11:00:00,320.6,720.1,538.2,349.3,0.0,9.2,768.7,0.0,2706.1000000000004,6
2024-01-03 11:15:00,390.2,1133.5,1053.2,360.3,0.0,9.2,835.3,0.0,3781.7,6
2024-01-03 11:30:00,742.5,1613.5,1201.8,343.9,0.0,9.2,790.2,0.0,4701.1,6
2024-01-03 11:45:00,645.1,1788.7,1076.6,315.9,0.0,9.2,860.1,0.0,4695.6,6
2024-01-03 12:00:00,637.5,1923.7,906.3,240.6,0.0,9.2,851.3,0.0,4568.599999999999,6
2024-01-03 12:15:00,553.0,1927.1,730.4,292.8,0.0,8.2,947.1,0.0,4458.6,6
2024-01-03 12:30:00,473.1,1517.3,453.6,222.4,0.0,7.0,879.3,0.0,3552.7,6
2024-01-03 12:45:00,400.9,1415.7,341.8,239.1,0.0,7.0,835.2,0.0,3239.7,6
2024-01-03 13:00:00,218.0,1381.2,334.0,292.4,0.0,7.0,835.1,0.0,3067.7,6
2024-01-03 13:15:00,240.8,1302.1,268.2,267.8,0.0,7.0,829.9,0.0,2915.8,6
2024-01-03 13:30:00,300.1,1432.7,334.1,178.9,0.0,7.0,741.4,0.0,2994.2000000000003,6
2024-01-03 13:45:00,486.2,1451.2,380.2,147.7,0.0,1.0,583.1,0.0,3049.3999999999996,6
2024-01-03 14:00:00,482.3,1521.7,384.6,78.4,0.0,0.0,633.5,0.0,3100.5,5
2024-01-03 14:15:00,506.4,1444.7,123.9,0.0,0.0,0.0,850.6,0.0,2925.6,4
2024-01-03 14:30:00,581.6,1282.9,279.2,0.0,0.0,2.6,857.4,0.0,3003.7,5
2024-01-03 14:45:00,650.0,1321.8,270.4,0.0,0.0,2.6,772.4,0.0,3017.2,5
2024-01-03 15:00:00,745.4,1168.3,190.8,0.0,0.0,2.6,796.7,0.0,2903.8,5
2024-01-03 15:15:00,699.6,1398.1,213.1,0.0,2.4,4.7,791.2,0.0,3109.0999999999995,6
2024-01-03 15:30:00,573.9,1179.9,210.9,0.0,2.4,7.8,861.8,0.0,2836.7000000000003,6
2024-01-03 15:45:00,624.1,1396.9,117.9,0.0,2.4,9.5,939.5,0.0,3090.3,6
2024-01-03 16:00:00,760.0,1132.0,77.2,0.0,2.4,15.1,837.3,0.0,2824.0,6
2024-01-03 16:15:00,660.5,1032.5,192.5,0.0,2.4,15.1,831.6,0.0,2734.6,6
