Station,Off-peak,Peak,Shoulder,Peak_Avoidance_Ratio_%
A1,360.8818801089918,115.65576748410535,287.89371253405994,67.9519050806387
A10,355.06923324742263,23.907731958762884,102.49134020618555,93.2667407592301
A2,1008.3840769754768,310.0474455040872,625.8680926430518,69.25304032625782
A3,1554.345172002725,37.623103996366936,117.85460490463215,97.57948847694551
A4,3540.45556880109,57.36437329700273,106.85905994550409,98.37974599081247
A5,15.336980585831062,4.676010445049955,4.193269754768393,69.51153182413331
A6,34.961120572207086,25.56794959128065,16.777615803814715,26.86747686340949
A9,612.3525715258855,431.78133514986376,589.407159400545,29.488115960069685
